id	name	num_orgs	num_tta_genes	num_fs	num_tta_fs_genes	descr
1007892	NULL	NULL	NULL	3	NULL	NULL
1007894	NULL	NULL	NULL	2	NULL	NULL
1007895	NULL	NULL	NULL	2	NULL	NULL
1007896	NULL	NULL	NULL	2	NULL	NULL
1007899	NULL	NULL	NULL	29	NULL	NULL
1007900	NULL	NULL	NULL	2	NULL	NULL
1007901	NULL	NULL	NULL	2	NULL	NULL
1007902	NULL	NULL	NULL	3	NULL	NULL
1007904	NULL	NULL	NULL	2	NULL	NULL
1007905	NULL	NULL	NULL	2	NULL	NULL
1007906	NULL	NULL	NULL	2	NULL	NULL
1007907	NULL	NULL	NULL	2	NULL	NULL
1007908	NULL	NULL	NULL	5	NULL	NULL
1007909	NULL	NULL	NULL	2	NULL	NULL
1007910	NULL	NULL	NULL	5	NULL	NULL
1007911	NULL	NULL	NULL	2	NULL	NULL
1007913	NULL	NULL	NULL	2	NULL	NULL
1007915	NULL	NULL	NULL	3	NULL	NULL
1007916	NULL	NULL	NULL	4	NULL	NULL
1007918	NULL	NULL	NULL	3	NULL	NULL
1007920	NULL	NULL	NULL	2	NULL	NULL
1007921	NULL	NULL	NULL	2	NULL	NULL
1007922	NULL	NULL	NULL	2	NULL	NULL
1007923	NULL	NULL	NULL	3	NULL	NULL
1007924	NULL	NULL	NULL	2	NULL	NULL
1007925	NULL	NULL	NULL	2	NULL	NULL
1007926	NULL	NULL	NULL	2	NULL	NULL
1007927	NULL	NULL	NULL	2	NULL	NULL
1007928	NULL	NULL	NULL	2	NULL	NULL
1007930	NULL	NULL	NULL	2	NULL	NULL
1007931	NULL	NULL	NULL	2	NULL	NULL
1007932	NULL	NULL	NULL	4	NULL	NULL
1007933	NULL	NULL	NULL	2	NULL	NULL
1007934	NULL	NULL	NULL	2	NULL	NULL
1007935	NULL	NULL	NULL	3	NULL	NULL
1007936	NULL	NULL	NULL	2	NULL	NULL
1007937	NULL	NULL	NULL	3	NULL	NULL
1007938	NULL	NULL	NULL	2	NULL	NULL
1007939	NULL	NULL	NULL	2	NULL	NULL
1007940	NULL	NULL	NULL	2	NULL	NULL
1007941	NULL	NULL	NULL	3	NULL	NULL
1007942	NULL	NULL	NULL	4	NULL	NULL
1007943	NULL	NULL	NULL	3	NULL	NULL
1007945	NULL	NULL	NULL	3	NULL	NULL
1007946	NULL	NULL	NULL	2	NULL	NULL
1007948	NULL	NULL	NULL	2	NULL	NULL
1007949	NULL	NULL	NULL	2	NULL	NULL
1007950	NULL	NULL	NULL	2	NULL	NULL
1007951	NULL	NULL	NULL	2	NULL	NULL
1007952	NULL	NULL	NULL	2	NULL	NULL
1007953	NULL	NULL	NULL	3	NULL	NULL
1007955	NULL	NULL	NULL	4	NULL	NULL
1007956	NULL	NULL	NULL	3	NULL	NULL
1007958	NULL	NULL	NULL	2	NULL	NULL
1007959	NULL	NULL	NULL	2	NULL	NULL
1007960	NULL	NULL	NULL	2	NULL	NULL
1007963	NULL	NULL	NULL	2	NULL	NULL
1007964	NULL	NULL	NULL	2	NULL	NULL
1007965	NULL	NULL	NULL	2	NULL	NULL
1007968	NULL	NULL	NULL	3	NULL	NULL
1007970	NULL	NULL	NULL	2	NULL	NULL
1007971	NULL	NULL	NULL	2	NULL	NULL
1007973	NULL	NULL	NULL	2	NULL	NULL
1007974	NULL	NULL	NULL	2	NULL	NULL
1007976	NULL	NULL	NULL	3	NULL	NULL
1007977	NULL	NULL	NULL	2	NULL	NULL
1007978	NULL	NULL	NULL	2	NULL	NULL
1007980	NULL	NULL	NULL	2	NULL	NULL
1007981	NULL	NULL	NULL	2	NULL	NULL
1007982	NULL	NULL	NULL	4	NULL	NULL
1007983	NULL	NULL	NULL	2	NULL	NULL
1007984	NULL	NULL	NULL	3	NULL	NULL
1007985	NULL	NULL	NULL	2	NULL	NULL
1007986	NULL	NULL	NULL	3	NULL	NULL
1007987	NULL	NULL	NULL	2	NULL	NULL
1007988	NULL	NULL	NULL	3	NULL	NULL
1007989	NULL	NULL	NULL	3	NULL	NULL
1007992	NULL	NULL	NULL	4	NULL	NULL
1007993	NULL	NULL	NULL	2	NULL	NULL
1007994	NULL	NULL	NULL	3	NULL	NULL
1007996	NULL	NULL	NULL	2	NULL	NULL
1007997	NULL	NULL	NULL	2	NULL	NULL
1007998	NULL	NULL	NULL	2	NULL	NULL
1007999	NULL	NULL	NULL	2	NULL	NULL
1008000	NULL	NULL	NULL	2	NULL	NULL
1008002	NULL	NULL	NULL	2	NULL	NULL
1008003	NULL	NULL	NULL	3	NULL	NULL
1008004	NULL	NULL	NULL	2	NULL	NULL
1008005	NULL	NULL	NULL	2	NULL	NULL
1008006	NULL	NULL	NULL	2	NULL	NULL
1008007	NULL	NULL	NULL	4	NULL	NULL
1008008	NULL	NULL	NULL	2	NULL	NULL
1008009	NULL	NULL	NULL	2	NULL	NULL
1008011	NULL	NULL	NULL	3	NULL	NULL
1008012	NULL	NULL	NULL	2	NULL	NULL
1008013	NULL	NULL	NULL	3	NULL	NULL
1008015	NULL	NULL	NULL	2	NULL	NULL
1008016	NULL	NULL	NULL	2	NULL	NULL
1008017	NULL	NULL	NULL	4	NULL	NULL
1008018	NULL	NULL	NULL	3	NULL	NULL
1008019	NULL	NULL	NULL	2	NULL	NULL
1008021	NULL	NULL	NULL	8	NULL	NULL
1008022	NULL	NULL	NULL	2	NULL	NULL
1008023	NULL	NULL	NULL	2	NULL	NULL
1008024	NULL	NULL	NULL	2	NULL	NULL
1008025	NULL	NULL	NULL	2	NULL	NULL
1008026	NULL	NULL	NULL	2	NULL	NULL
1008027	NULL	NULL	NULL	2	NULL	NULL
1008028	NULL	NULL	NULL	2	NULL	NULL
1008029	NULL	NULL	NULL	3	NULL	NULL
1008030	NULL	NULL	NULL	3	NULL	NULL
1008031	NULL	NULL	NULL	2	NULL	NULL
1008034	NULL	NULL	NULL	2	NULL	NULL
1008035	NULL	NULL	NULL	2	NULL	NULL
1008036	NULL	NULL	NULL	2	NULL	NULL
1008039	NULL	NULL	NULL	2	NULL	NULL
1008040	NULL	NULL	NULL	2	NULL	NULL
1008043	NULL	NULL	NULL	5	NULL	NULL
1008045	NULL	NULL	NULL	2	NULL	NULL
1008048	NULL	NULL	NULL	2	NULL	NULL
1008049	NULL	NULL	NULL	2	NULL	NULL
1008051	NULL	NULL	NULL	2	NULL	NULL
1008052	NULL	NULL	NULL	6	NULL	NULL
1008053	NULL	NULL	NULL	2	NULL	NULL
1008055	NULL	NULL	NULL	2	NULL	NULL
1008056	NULL	NULL	NULL	2	NULL	NULL
1008057	NULL	NULL	NULL	4	NULL	NULL
1008058	NULL	NULL	NULL	6	NULL	NULL
1008059	NULL	NULL	NULL	2	NULL	NULL
1008064	NULL	NULL	NULL	2	NULL	NULL
1008065	NULL	NULL	NULL	4	NULL	NULL
1008068	NULL	NULL	NULL	2	NULL	NULL
1008069	NULL	NULL	NULL	3	NULL	NULL
1008072	NULL	NULL	NULL	3	NULL	NULL
1008073	NULL	NULL	NULL	2	NULL	NULL
1008074	NULL	NULL	NULL	4	NULL	NULL
1008077	NULL	NULL	NULL	2	NULL	NULL
1008078	NULL	NULL	NULL	2	NULL	NULL
1008080	NULL	NULL	NULL	3	NULL	NULL
1008082	NULL	NULL	NULL	2	NULL	NULL
1008083	NULL	NULL	NULL	2	NULL	NULL
1008087	NULL	NULL	NULL	8	NULL	NULL
1008088	NULL	NULL	NULL	2	NULL	NULL
1008089	NULL	NULL	NULL	3	NULL	NULL
1008090	NULL	NULL	NULL	6	NULL	NULL
1008091	NULL	NULL	NULL	3	NULL	NULL
1008093	NULL	NULL	NULL	3	NULL	NULL
1008095	NULL	NULL	NULL	2	NULL	NULL
1008096	NULL	NULL	NULL	12	NULL	NULL
1008098	NULL	NULL	NULL	2	NULL	NULL
1008099	NULL	NULL	NULL	2	NULL	NULL
1008100	NULL	NULL	NULL	2	NULL	NULL
1008102	NULL	NULL	NULL	2	NULL	NULL
1008103	NULL	NULL	NULL	2	NULL	NULL
1008104	NULL	NULL	NULL	2	NULL	NULL
1008105	NULL	NULL	NULL	2	NULL	NULL
1008106	NULL	NULL	NULL	7	NULL	NULL
1008107	NULL	NULL	NULL	3	NULL	NULL
1008109	NULL	NULL	NULL	2	NULL	NULL
1008110	NULL	NULL	NULL	2	NULL	NULL
1008111	NULL	NULL	NULL	2	NULL	NULL
1008112	NULL	NULL	NULL	2	NULL	NULL
1008116	NULL	NULL	NULL	4	NULL	NULL
1008117	NULL	NULL	NULL	5	NULL	NULL
1008118	NULL	NULL	NULL	2	NULL	NULL
1008119	NULL	NULL	NULL	3	NULL	NULL
1008121	NULL	NULL	NULL	3	NULL	NULL
1008122	NULL	NULL	NULL	2	NULL	NULL
1008123	NULL	NULL	NULL	2	NULL	NULL
1008124	NULL	NULL	NULL	2	NULL	NULL
1008125	NULL	NULL	NULL	4	NULL	NULL
1008126	NULL	NULL	NULL	2	NULL	NULL
1008127	NULL	NULL	NULL	2	NULL	NULL
1008128	NULL	NULL	NULL	7	NULL	NULL
1008131	NULL	NULL	NULL	2	NULL	NULL
1008132	NULL	NULL	NULL	3	NULL	NULL
1008133	NULL	NULL	NULL	2	NULL	NULL
1008135	NULL	NULL	NULL	3	NULL	NULL
1008140	NULL	NULL	NULL	2	NULL	NULL
1008141	NULL	NULL	NULL	2	NULL	NULL
1008142	NULL	NULL	NULL	2	NULL	NULL
1008144	NULL	NULL	NULL	7	NULL	NULL
1008145	NULL	NULL	NULL	4	NULL	NULL
1008146	NULL	NULL	NULL	2	NULL	NULL
1008147	NULL	NULL	NULL	3	NULL	NULL
1008148	NULL	NULL	NULL	2	NULL	NULL
1008150	NULL	NULL	NULL	2	NULL	NULL
1008152	NULL	NULL	NULL	2	NULL	NULL
1008153	NULL	NULL	NULL	2	NULL	NULL
1008156	NULL	NULL	NULL	2	NULL	NULL
1008158	NULL	NULL	NULL	4	NULL	NULL
1008159	NULL	NULL	NULL	3	NULL	NULL
1008162	NULL	NULL	NULL	4	NULL	NULL
1008164	NULL	NULL	NULL	2	NULL	NULL
1008166	NULL	NULL	NULL	2	NULL	NULL
1008167	NULL	NULL	NULL	3	NULL	NULL
1008168	NULL	NULL	NULL	2	NULL	NULL
1008169	NULL	NULL	NULL	2	NULL	NULL
1008171	NULL	NULL	NULL	2	NULL	NULL
1008172	NULL	NULL	NULL	2	NULL	NULL
1008174	NULL	NULL	NULL	2	NULL	NULL
1008175	NULL	NULL	NULL	2	NULL	NULL
1008176	NULL	NULL	NULL	2	NULL	NULL
1008177	NULL	NULL	NULL	2	NULL	NULL
1008178	NULL	NULL	NULL	3	NULL	NULL
1008179	NULL	NULL	NULL	2	NULL	NULL
1008181	NULL	NULL	NULL	2	NULL	NULL
1008182	NULL	NULL	NULL	2	NULL	NULL
1008185	NULL	NULL	NULL	6	NULL	NULL
1008186	NULL	NULL	NULL	2	NULL	NULL
1008187	NULL	NULL	NULL	3	NULL	NULL
1008188	NULL	NULL	NULL	2	NULL	NULL
1008189	NULL	NULL	NULL	2	NULL	NULL
1008190	NULL	NULL	NULL	2	NULL	NULL
1008191	NULL	NULL	NULL	2	NULL	NULL
1008193	NULL	NULL	NULL	2	NULL	NULL
1008194	NULL	NULL	NULL	2	NULL	NULL
1008195	NULL	NULL	NULL	2	NULL	NULL
1008197	NULL	NULL	NULL	2	NULL	NULL
1008198	NULL	NULL	NULL	2	NULL	NULL
1008199	NULL	NULL	NULL	5	NULL	NULL
1008201	NULL	NULL	NULL	2	NULL	NULL
1008202	NULL	NULL	NULL	2	NULL	NULL
1008203	NULL	NULL	NULL	2	NULL	NULL
1008205	NULL	NULL	NULL	4	NULL	NULL
1008206	NULL	NULL	NULL	2	NULL	NULL
1008207	NULL	NULL	NULL	2	NULL	NULL
1008208	NULL	NULL	NULL	2	NULL	NULL
1008209	NULL	NULL	NULL	2	NULL	NULL
1008210	NULL	NULL	NULL	2	NULL	NULL
1008213	NULL	NULL	NULL	2	NULL	NULL
1008215	NULL	NULL	NULL	2	NULL	NULL
1008216	NULL	NULL	NULL	4	NULL	NULL
1008217	NULL	NULL	NULL	2	NULL	NULL
1008219	NULL	NULL	NULL	2	NULL	NULL
1008220	NULL	NULL	NULL	2	NULL	NULL
1008221	NULL	NULL	NULL	2	NULL	NULL
1008222	NULL	NULL	NULL	2	NULL	NULL
1008224	NULL	NULL	NULL	2	NULL	NULL
1008227	NULL	NULL	NULL	4	NULL	NULL
1008228	NULL	NULL	NULL	2	NULL	NULL
1008229	NULL	NULL	NULL	2	NULL	NULL
1008230	NULL	NULL	NULL	2	NULL	NULL
1008232	NULL	NULL	NULL	3	NULL	NULL
1008233	NULL	NULL	NULL	2	NULL	NULL
1008234	NULL	NULL	NULL	2	NULL	NULL
1008235	NULL	NULL	NULL	2	NULL	NULL
1008236	NULL	NULL	NULL	2	NULL	NULL
1008237	NULL	NULL	NULL	3	NULL	NULL
1008238	NULL	NULL	NULL	2	NULL	NULL
1008239	NULL	NULL	NULL	2	NULL	NULL
1008240	NULL	NULL	NULL	5	NULL	NULL
1008241	NULL	NULL	NULL	2	NULL	NULL
1008242	NULL	NULL	NULL	3	NULL	NULL
1008243	NULL	NULL	NULL	2	NULL	NULL
1008244	NULL	NULL	NULL	2	NULL	NULL
1008245	NULL	NULL	NULL	2	NULL	NULL
1008246	NULL	NULL	NULL	2	NULL	NULL
1008247	NULL	NULL	NULL	2	NULL	NULL
1008248	NULL	NULL	NULL	3	NULL	NULL
1008249	NULL	NULL	NULL	2	NULL	NULL
1008251	NULL	NULL	NULL	2	NULL	NULL
1008252	NULL	NULL	NULL	2	NULL	NULL
1008254	NULL	NULL	NULL	3	NULL	NULL
1008255	NULL	NULL	NULL	3	NULL	NULL
1008256	NULL	NULL	NULL	2	NULL	NULL
1008257	NULL	NULL	NULL	2	NULL	NULL
1008258	NULL	NULL	NULL	2	NULL	NULL
1008259	NULL	NULL	NULL	2	NULL	NULL
1008262	NULL	NULL	NULL	2	NULL	NULL
1008263	NULL	NULL	NULL	4	NULL	NULL
1008264	NULL	NULL	NULL	5	NULL	NULL
1008265	NULL	NULL	NULL	4	NULL	NULL
1008266	NULL	NULL	NULL	3	NULL	NULL
1008267	NULL	NULL	NULL	2	NULL	NULL
1008268	NULL	NULL	NULL	3	NULL	NULL
1008270	NULL	NULL	NULL	2	NULL	NULL
1008272	NULL	NULL	NULL	2	NULL	NULL
1008273	NULL	NULL	NULL	2	NULL	NULL
1008274	NULL	NULL	NULL	2	NULL	NULL
1008275	NULL	NULL	NULL	2	NULL	NULL
1008276	NULL	NULL	NULL	2	NULL	NULL
1008277	NULL	NULL	NULL	2	NULL	NULL
1008278	NULL	NULL	NULL	2	NULL	NULL
1008280	NULL	NULL	NULL	2	NULL	NULL
1008281	NULL	NULL	NULL	3	NULL	NULL
1008282	NULL	NULL	NULL	3	NULL	NULL
1008283	NULL	NULL	NULL	2	NULL	NULL
1008284	NULL	NULL	NULL	3	NULL	NULL
1008286	NULL	NULL	NULL	2	NULL	NULL
1008287	NULL	NULL	NULL	2	NULL	NULL
1008288	NULL	NULL	NULL	3	NULL	NULL
1008289	NULL	NULL	NULL	2	NULL	NULL
1008290	NULL	NULL	NULL	2	NULL	NULL
1008291	NULL	NULL	NULL	2	NULL	NULL
1008292	NULL	NULL	NULL	2	NULL	NULL
1008293	NULL	NULL	NULL	2	NULL	NULL
1008294	NULL	NULL	NULL	2	NULL	NULL
1008295	NULL	NULL	NULL	5	NULL	NULL
1008296	NULL	NULL	NULL	2	NULL	NULL
1008297	NULL	NULL	NULL	2	NULL	NULL
1008298	NULL	NULL	NULL	5	NULL	NULL
1008301	NULL	NULL	NULL	2	NULL	NULL
1008302	NULL	NULL	NULL	2	NULL	NULL
1008303	NULL	NULL	NULL	4	NULL	NULL
1008304	NULL	NULL	NULL	2	NULL	NULL
1008305	NULL	NULL	NULL	2	NULL	NULL
1008306	NULL	NULL	NULL	2	NULL	NULL
1008308	NULL	NULL	NULL	3	NULL	NULL
1008309	NULL	NULL	NULL	2	NULL	NULL
1008312	NULL	NULL	NULL	3	NULL	NULL
1008314	NULL	NULL	NULL	2	NULL	NULL
1008315	NULL	NULL	NULL	5	NULL	NULL
1008316	NULL	NULL	NULL	6	NULL	NULL
1008317	NULL	NULL	NULL	3	NULL	NULL
1008318	NULL	NULL	NULL	2	NULL	NULL
1008321	NULL	NULL	NULL	2	NULL	NULL
1008322	NULL	NULL	NULL	8	NULL	NULL
1008324	NULL	NULL	NULL	2	NULL	NULL
1008325	NULL	NULL	NULL	4	NULL	NULL
1008326	NULL	NULL	NULL	3	NULL	NULL
1008329	NULL	NULL	NULL	2	NULL	NULL
1008330	NULL	NULL	NULL	2	NULL	NULL
1008332	NULL	NULL	NULL	6	NULL	NULL
1008333	NULL	NULL	NULL	2	NULL	NULL
1008335	NULL	NULL	NULL	3	NULL	NULL
1008336	NULL	NULL	NULL	23	NULL	NULL
1008338	NULL	NULL	NULL	2	NULL	NULL
1008340	NULL	NULL	NULL	4	NULL	NULL
1008342	NULL	NULL	NULL	2	NULL	NULL
1008343	NULL	NULL	NULL	4	NULL	NULL
1008345	NULL	NULL	NULL	2	NULL	NULL
1008347	NULL	NULL	NULL	2	NULL	NULL
1008350	NULL	NULL	NULL	2	NULL	NULL
1008351	NULL	NULL	NULL	2	NULL	NULL
1008352	NULL	NULL	NULL	5	NULL	NULL
1008353	NULL	NULL	NULL	2	NULL	NULL
1008355	NULL	NULL	NULL	2	NULL	NULL
1008358	NULL	NULL	NULL	2	NULL	NULL
1008364	NULL	NULL	NULL	2	NULL	NULL
1008365	NULL	NULL	NULL	2	NULL	NULL
1008367	NULL	NULL	NULL	2	NULL	NULL
1008368	NULL	NULL	NULL	9	NULL	NULL
1008369	NULL	NULL	NULL	12	NULL	NULL
1008370	NULL	NULL	NULL	4	NULL	NULL
1008372	NULL	NULL	NULL	2	NULL	NULL
1008373	NULL	NULL	NULL	2	NULL	NULL
1008376	NULL	NULL	NULL	2	NULL	NULL
1008377	NULL	NULL	NULL	3	NULL	NULL
1008378	NULL	NULL	NULL	2	NULL	NULL
1008381	NULL	NULL	NULL	2	NULL	NULL
1008382	NULL	NULL	NULL	2	NULL	NULL
1008383	NULL	NULL	NULL	2	NULL	NULL
1008385	NULL	NULL	NULL	2	NULL	NULL
1008386	NULL	NULL	NULL	2	NULL	NULL
1008387	NULL	NULL	NULL	3	NULL	NULL
1008388	NULL	NULL	NULL	3	NULL	NULL
1008389	NULL	NULL	NULL	5	NULL	NULL
1008390	NULL	NULL	NULL	2	NULL	NULL
1008392	NULL	NULL	NULL	2	NULL	NULL
1008394	NULL	NULL	NULL	2	NULL	NULL
1008395	NULL	NULL	NULL	2	NULL	NULL
1008396	NULL	NULL	NULL	2	NULL	NULL
1008401	NULL	NULL	NULL	2	NULL	NULL
1008403	NULL	NULL	NULL	2	NULL	NULL
1008406	NULL	NULL	NULL	2	NULL	NULL
1008409	NULL	NULL	NULL	2	NULL	NULL
1008416	NULL	NULL	NULL	3	NULL	NULL
1008418	NULL	NULL	NULL	3	NULL	NULL
1008419	NULL	NULL	NULL	2	NULL	NULL
1008421	NULL	NULL	NULL	3	NULL	NULL
1008422	NULL	NULL	NULL	2	NULL	NULL
1008424	NULL	NULL	NULL	4	NULL	NULL
1008425	NULL	NULL	NULL	2	NULL	NULL
1008428	NULL	NULL	NULL	3	NULL	NULL
1008429	NULL	NULL	NULL	6	NULL	NULL
1008431	NULL	NULL	NULL	2	NULL	NULL
1008433	NULL	NULL	NULL	3	NULL	NULL
1008434	NULL	NULL	NULL	2	NULL	NULL
1008435	NULL	NULL	NULL	4	NULL	NULL
1008436	NULL	NULL	NULL	2	NULL	NULL
1008438	NULL	NULL	NULL	2	NULL	NULL
1008439	NULL	NULL	NULL	2	NULL	NULL
1008440	NULL	NULL	NULL	2	NULL	NULL
1008441	NULL	NULL	NULL	2	NULL	NULL
1008444	NULL	NULL	NULL	2	NULL	NULL
1008445	NULL	NULL	NULL	2	NULL	NULL
1008447	NULL	NULL	NULL	2	NULL	NULL
1008448	NULL	NULL	NULL	3	NULL	NULL
1008449	NULL	NULL	NULL	2	NULL	NULL
1008450	NULL	NULL	NULL	2	NULL	NULL
1008451	NULL	NULL	NULL	2	NULL	NULL
1008452	NULL	NULL	NULL	2	NULL	NULL
1008453	NULL	NULL	NULL	3	NULL	NULL
1008454	NULL	NULL	NULL	2	NULL	NULL
1008457	NULL	NULL	NULL	2	NULL	NULL
1008458	NULL	NULL	NULL	2	NULL	NULL
1008462	NULL	NULL	NULL	2	NULL	NULL
1008464	NULL	NULL	NULL	2	NULL	NULL
1008465	NULL	NULL	NULL	2	NULL	NULL
1008466	NULL	NULL	NULL	2	NULL	NULL
1008467	NULL	NULL	NULL	2	NULL	NULL
1008469	NULL	NULL	NULL	2	NULL	NULL
1008470	NULL	NULL	NULL	2	NULL	NULL
1008471	NULL	NULL	NULL	4	NULL	NULL
1008472	NULL	NULL	NULL	9	NULL	NULL
1008474	NULL	NULL	NULL	2	NULL	NULL
1008476	NULL	NULL	NULL	3	NULL	NULL
1008477	NULL	NULL	NULL	2	NULL	NULL
1008479	NULL	NULL	NULL	2	NULL	NULL
1008480	NULL	NULL	NULL	2	NULL	NULL
1008481	NULL	NULL	NULL	2	NULL	NULL
1008482	NULL	NULL	NULL	2	NULL	NULL
1008484	NULL	NULL	NULL	2	NULL	NULL
1008485	NULL	NULL	NULL	7	NULL	NULL
1008486	NULL	NULL	NULL	2	NULL	NULL
1008487	NULL	NULL	NULL	2	NULL	NULL
1008488	NULL	NULL	NULL	2	NULL	NULL
1008493	NULL	NULL	NULL	4	NULL	NULL
1008494	NULL	NULL	NULL	3	NULL	NULL
1008496	NULL	NULL	NULL	3	NULL	NULL
1008497	NULL	NULL	NULL	2	NULL	NULL
1008498	NULL	NULL	NULL	2	NULL	NULL
1008500	NULL	NULL	NULL	4	NULL	NULL
1008501	NULL	NULL	NULL	4	NULL	NULL
1008502	NULL	NULL	NULL	2	NULL	NULL
1008503	NULL	NULL	NULL	2	NULL	NULL
1008504	NULL	NULL	NULL	4	NULL	NULL
1008505	NULL	NULL	NULL	2	NULL	NULL
1008508	NULL	NULL	NULL	2	NULL	NULL
1008509	NULL	NULL	NULL	3	NULL	NULL
1008510	NULL	NULL	NULL	3	NULL	NULL
1008511	NULL	NULL	NULL	2	NULL	NULL
1008513	NULL	NULL	NULL	2	NULL	NULL
1008514	NULL	NULL	NULL	3	NULL	NULL
1008515	NULL	NULL	NULL	2	NULL	NULL
1008516	NULL	NULL	NULL	14	NULL	NULL
1008518	NULL	NULL	NULL	2	NULL	NULL
1008519	NULL	NULL	NULL	2	NULL	NULL
1008520	NULL	NULL	NULL	3	NULL	NULL
1008521	NULL	NULL	NULL	3	NULL	NULL
1008522	NULL	NULL	NULL	4	NULL	NULL
1008523	NULL	NULL	NULL	2	NULL	NULL
1008524	NULL	NULL	NULL	4	NULL	NULL
1008525	NULL	NULL	NULL	3	NULL	NULL
1008527	NULL	NULL	NULL	2	NULL	NULL
1008528	NULL	NULL	NULL	2	NULL	NULL
1008529	NULL	NULL	NULL	3	NULL	NULL
1008530	NULL	NULL	NULL	2	NULL	NULL
1008531	NULL	NULL	NULL	3	NULL	NULL
1008532	NULL	NULL	NULL	2	NULL	NULL
1008533	NULL	NULL	NULL	3	NULL	NULL
1008534	NULL	NULL	NULL	2	NULL	NULL
1008535	NULL	NULL	NULL	3	NULL	NULL
1008536	NULL	NULL	NULL	2	NULL	NULL
1008538	NULL	NULL	NULL	2	NULL	NULL
1008539	NULL	NULL	NULL	3	NULL	NULL
1008540	NULL	NULL	NULL	2	NULL	NULL
1008541	NULL	NULL	NULL	2	NULL	NULL
1008542	NULL	NULL	NULL	2	NULL	NULL
1008543	NULL	NULL	NULL	2	NULL	NULL
1008544	NULL	NULL	NULL	2	NULL	NULL
1008545	NULL	NULL	NULL	5	NULL	NULL
1008546	NULL	NULL	NULL	2	NULL	NULL
1008547	NULL	NULL	NULL	3	NULL	NULL
1008551	NULL	NULL	NULL	2	NULL	NULL
1008552	NULL	NULL	NULL	2	NULL	NULL
1008553	NULL	NULL	NULL	2	NULL	NULL
1008554	NULL	NULL	NULL	2	NULL	NULL
1008555	NULL	NULL	NULL	3	NULL	NULL
1008556	NULL	NULL	NULL	4	NULL	NULL
1008557	NULL	NULL	NULL	2	NULL	NULL
1008558	NULL	NULL	NULL	2	NULL	NULL
1008559	NULL	NULL	NULL	2	NULL	NULL
1008562	NULL	NULL	NULL	2	NULL	NULL
1008563	NULL	NULL	NULL	2	NULL	NULL
1008565	NULL	NULL	NULL	2	NULL	NULL
1008566	NULL	NULL	NULL	2	NULL	NULL
1008567	NULL	NULL	NULL	2	NULL	NULL
1008568	NULL	NULL	NULL	2	NULL	NULL
1008569	NULL	NULL	NULL	2	NULL	NULL
1008570	NULL	NULL	NULL	2	NULL	NULL
1008576	NULL	NULL	NULL	2	NULL	NULL
1008577	NULL	NULL	NULL	2	NULL	NULL
1008581	NULL	NULL	NULL	2	NULL	NULL
1008584	NULL	NULL	NULL	2	NULL	NULL
1008585	NULL	NULL	NULL	2	NULL	NULL
1008586	NULL	NULL	NULL	2	NULL	NULL
1008588	NULL	NULL	NULL	2	NULL	NULL
1008589	NULL	NULL	NULL	4	NULL	NULL
1008590	NULL	NULL	NULL	8	NULL	NULL
1008591	NULL	NULL	NULL	9	NULL	NULL
1008595	NULL	NULL	NULL	9	NULL	NULL
1008596	NULL	NULL	NULL	23	NULL	NULL
1008597	NULL	NULL	NULL	2	NULL	NULL
1008598	NULL	NULL	NULL	2	NULL	NULL
1008602	NULL	NULL	NULL	5	NULL	NULL
1008604	NULL	NULL	NULL	2	NULL	NULL
1008605	NULL	NULL	NULL	6	NULL	NULL
1008606	NULL	NULL	NULL	6	NULL	NULL
1008607	NULL	NULL	NULL	2	NULL	NULL
1008609	NULL	NULL	NULL	2	NULL	NULL
1008615	NULL	NULL	NULL	2	NULL	NULL
1008619	NULL	NULL	NULL	2	NULL	NULL
1008621	NULL	NULL	NULL	2	NULL	NULL
1008624	NULL	NULL	NULL	2	NULL	NULL
1008625	NULL	NULL	NULL	2	NULL	NULL
1008626	NULL	NULL	NULL	2	NULL	NULL
1008627	NULL	NULL	NULL	3	NULL	NULL
1008628	NULL	NULL	NULL	2	NULL	NULL
1008629	NULL	NULL	NULL	2	NULL	NULL
1008630	NULL	NULL	NULL	2	NULL	NULL
1008631	NULL	NULL	NULL	2	NULL	NULL
1008633	NULL	NULL	NULL	2	NULL	NULL
1008634	NULL	NULL	NULL	4	NULL	NULL
1008635	NULL	NULL	NULL	5	NULL	NULL
1008636	NULL	NULL	NULL	3	NULL	NULL
1008637	NULL	NULL	NULL	4	NULL	NULL
1008638	NULL	NULL	NULL	11	NULL	NULL
1008640	NULL	NULL	NULL	2	NULL	NULL
1008641	NULL	NULL	NULL	2	NULL	NULL
1008642	NULL	NULL	NULL	2	NULL	NULL
1008643	NULL	NULL	NULL	2	NULL	NULL
1008644	NULL	NULL	NULL	2	NULL	NULL
1008645	NULL	NULL	NULL	2	NULL	NULL
1008646	NULL	NULL	NULL	3	NULL	NULL
1008648	NULL	NULL	NULL	2	NULL	NULL
1008649	NULL	NULL	NULL	2	NULL	NULL
1008650	NULL	NULL	NULL	13	NULL	NULL
1008651	NULL	NULL	NULL	2	NULL	NULL
1008653	NULL	NULL	NULL	2	NULL	NULL
1008654	NULL	NULL	NULL	2	NULL	NULL
1008655	NULL	NULL	NULL	2	NULL	NULL
1008658	NULL	NULL	NULL	3	NULL	NULL
1008660	NULL	NULL	NULL	3	NULL	NULL
1008664	NULL	NULL	NULL	2	NULL	NULL
1008665	NULL	NULL	NULL	3	NULL	NULL
